3.381562666635559822e+00,3.389112684892070959e+00
4.527875380403207473e+00,5.854178101169413395e+00
2.655681868739462992e+00,4.411994717484785333e+00
2.765234674225075295e+00,3.715413649743291913e+00
2.846560106221094344e+00,4.175506449514385210e+00
3.890671956309211588e+00,6.488380871886208823e+00
3.475805241440793392e+00,3.632848762047064195e+00
5.911298445495829057e+00,6.680768526767792537e+00
3.928893967969269152e+00,5.098446608147825465e+00
4.561835366089421306e+00,5.623299290382871796e+00
4.574071705525158293e+00,5.397650689149954495e+00
4.371733557330694353e+00,5.461165489180036303e+00
4.191693876250998763e+00,4.954693590451864083e+00
5.244085176866642328e+00,4.661487668490744696e+00
2.835840202807874633e+00,3.768017163268829961e+00
5.635269692588767754e+00,6.312114383105595472e+00
4.686329679649660740e+00,5.665241103048991533e+00
2.850513374862406746e+00,4.626456272707626383e+00
5.110157300375673728e+00,7.363196623536623520e+00
5.182563768446948771e+00,4.646509087781814706e+00
5.707328091354587407e+00,6.681039949775041009e+00
3.579684582515753277e+00,4.802780735462660822e+00
5.639377731233365054e+00,6.120435944864187405e+00
4.263468511601601563e+00,4.689428964983779480e+00
2.536516931257503771e+00,3.884490775756531011e+00
3.223829017502572114e+00,4.942555853672867983e+00
4.929488010558061184e+00,5.955019711224023737e+00
5.792957739764721836e+00,5.108393054535107503e+00
2.816848238436812313e+00,4.818957689597816341e+00
3.888824139054851248e+00,5.100365636849744533e+00
3.343234192145688066e+00,5.893013454825505981e+00
5.879734139316208363e+00,5.521416638719705006e+00
3.103919123097218069e+00,3.857102421546720450e+00
5.331505720163569606e+00,4.680742346589445546e+00
3.375426869025476062e+00,4.565378516175769619e+00
4.776678881934136811e+00,6.254350389739318672e+00
2.675746301932368176e+00,3.730969875401756841e+00
5.500276651961109486e+00,5.679481134458390201e+00
1.797097141086190231e+00,3.247538853485822941e+00
4.322514702673134757e+00,5.111104721864512257e+00
4.421004447982506136e+00,6.025639777121858387e+00
3.179298862661902536e+00,4.436860316191584275e+00
3.033541246642635691e+00,3.978792782230967440e+00
4.609348200703289322e+00,5.879792002615348068e+00
2.963788592607609296e+00,3.300248348607116800e+00
3.971762481816083046e+00,5.407737354178486555e+00
1.180233205751646697e+00,2.878694093913850338e+00
1.918950450461865742e+00,5.071078475070957658e+00
3.955246871474852099e+00,4.505327096742528070e+00
5.117954994264605872e+00,6.085073863923961213e+00
